ID_Registro,Fecha_Medicion,Provincia,Tipo_Residuo,Toneladas
REG-1797,07/09/2024,Salta,Orgánico,1642.76
REG-1339,14/05/2024,CORDOBA,Vidrio,6801.2
REG-1555,28/06/2025,Tucumán,Vidrio,1375.85
REG-1619,31/01/2025,Tucumán,Plásticos,390.77
REG-2000,18/04/2025,Misiones,Plásticos,5043.29
REG-1938,20/08/2024,Salta,Plásticos,1874.36
REG-1645,30/05/2024,Santa Fe,Plásticos,151.77
REG-1990,15/01/2024,MENDOZA,Plásticos,4438.8
REG-1556,21/11/2025,Santa Fe,Plásticos,1470.53
REG-1681,25/02/2025,buenos aires,Papel y Cartón,1930.39
REG-1577,27/08/2025,Córdoba,Papel y Cartón,2644.29
REG-1795,08/03/2026,Buenos Aires,Orgánico,5705.27
REG-1085,26/09/2024,Buenos Aires,Papel y Cartón,703.86
REG-1242,29/09/2025,Mendoza,Plásticos,1629.14
REG-1698,20/03/2025,Salta,Orgánico,1679.51
REG-2020,03/01/2025,Buenos Aires,Vidrio,3239.63
REG-1159,28/08/2024,Salta,Orgánico,
REG-1524,03/09/2025,Santa Fe,Orgánico,4868.35
REG-1035,28/02/2024,Tucumán,Plásticos,3142.84
REG-1540,07/02/2026,Buenos Aires,Metales,3423.8
REG-1170,05/02/2024,Salta,Plásticos,1358.54
REG-1654,10/08/2024,Tucumán,Metales,2993.57
REG-1748,09/06/2025,Misiones,Orgánico,6735.95
REG-2002,20/06/2025,Tucumán,Plásticos,3143.32
REG-1991,10/07/2024,Chaco,Orgánico,2326.89
REG-1484,06/05/2024,Santa Fe,Plásticos,2471.14
REG-1733,28/05/2024,Mendoza,Vidrio,358.4
REG-1899,22/05/2025,Salta,Orgánico,1222.2
REG-1095,18/01/2026,Tucumán,Orgánico,1449.85
REG-1563,12/02/2024,Misiones,Plásticos,2045.43
REG-1240,19/01/2025,Misiones,Papel y Cartón,2022.15
REG-1742,15/06/2025,Misiones,Peligrosos,5364.01
REG-1863,15/09/2025,Chaco,Papel y Cartón,2116.74
REG-1574,27/12/2025,Chaco,Orgánico,2144.48
REG-1690,22/11/2024,Córdoba ,Peligrosos,1650.31
REG-1460,11/09/2025,Salta,Plásticos,3073.51
REG-1891,21/03/2024,Buenos Aires,Orgánico,623.93
REG-1553,05/11/2025,Mendoza,Orgánico,689.74
REG-1857,23/02/2024,Mendoza,Vidrio,1478.2
REG-2024,28/02/2025,Bs. As.,Papel y Cartón,1931.48
REG-1206,14/02/2025,Chaco,Papel y Cartón,2782.54
REG-1392,09/07/2024,santa fe,Orgánico,1474.52
REG-1794,10/01/2024,Santa Fe,Plásticos,1757.64
REG-1870,10/03/2025,Buenos Aires,Orgánico,8021.51
REG-1397,07/05/2024,Chaco,Plásticos,2357.13
REG-1766,01/05/2024,Mendoza,Plásticos,1906.83
REG-1992,22/09/2025,Salta,Papel y Cartón,1545.17
REG-1217,16/04/2025,Chaco,Orgánico,1256.88
REG-1004,12/03/2024,Mendoza,Plásticos,538.31
REG-1768,06/11/2025,Salta,Vidrio,631.79
REG-1642,13/04/2025,Salta,Orgánico,1164.16
REG-1461,05/01/2024,Buenos Aires,Orgánico,1335.26
REG-1942,29/06/2025,Mendoza,Peligrosos,2534.03
REG-1612,04/08/2024,Córdoba,Plásticos,1839.52
REG-1738,16/08/2024,Santa Fe,Plásticos,2586.5
REG-1960,08/01/2024,Mendoza,Plásticos,2629.28
REG-1546,28/01/2026,SANTA FE,Papel y Cartón,4738.72
REG-1725,12/02/2025,Mendoza,Plásticos,651.46
REG-1986,22/05/2025,Salta,Plásticos,2937.17
REG-1683,09/10/2025,Santa Fe,Vidrio,992.07
REG-1098,02/03/2026,Córdoba,Plásticos,4309.66
REG-1804,26/08/2024,Tucumán,Orgánico,1697.37
REG-1727,13/05/2024,Chaco,Vidrio,681.73
REG-1573,04/02/2024,Buenos Aires,Plásticos,1525.73
REG-1406,17/09/2025,Chaco,Peligrosos,1019.35
REG-1502,03/08/2025,Salta,Vidrio,6317.0
REG-1047,10/05/2024,Buenos Aires,Plásticos,1149.26
REG-1032,17/01/2026,Mendoza,Plásticos,656.52
REG-1929,27/02/2026,Santa Fe,Plásticos,4193.0
REG-1779,16/05/2025,Tucumán,Orgánico,1953.27
REG-1839,10/02/2026,Tucumán,Plásticos,858.63
REG-1200,19/09/2025,Buenos Aires,Orgánico,2239.67
REG-1134,27/07/2025,Córdoba,Papel y Cartón,1065.91
REG-1027,09/06/2024,Santa Fe,Vidrio,988.08
REG-1040,21/02/2026,Córdoba,Orgánico,1330.35
REG-1230,16/09/2025,Chaco,Plásticos,2692.11
REG-1489,27/05/2025,Chaco,Papel y Cartón,971.58
REG-1772,11/11/2024,Salta,Peligrosos,2466.84
REG-1378,07/01/2025,Salta,Plásticos,1575.53
REG-1288,18/02/2025,Tucumán,Orgánico,3243.59
REG-1418,08/02/2024,Misiones,Orgánico,5020.77
REG-1674,27/01/2025,Santa Fe,Orgánico,726.19
REG-1391,25/04/2024,Chaco,Plásticos,886.28
REG-1592,30/01/2026,Buenos Aires,Orgánico,2351.61
REG-1498,28/09/2024,Misiones,Plásticos,3111.72
REG-1138,26/12/2025,Tucumán,Plásticos,4419.62
REG-1062,01/04/2024,Córdoba,Plásticos,334.52
REG-1471,15/04/2024,Mendoza,Orgánico,2175.94
REG-1647,22/07/2025,Córdoba,Plásticos,906.47
REG-2003,24/05/2024,Buenos Aires,Orgánico,2654.1
REG-1128,19/07/2024,Buenos Aires,Orgánico,2639.42
REG-1749,22/05/2024,Córdoba,Vidrio,2980.38
REG-1520,18/04/2025,Tucumán,Papel y Cartón,1073.87
REG-1838,17/12/2025,Buenos Aires,Orgánico,2179.1
REG-1290,02/09/2025,Mendoza,Vidrio,251.68
REG-1064,30/03/2025,Salta,Plásticos,991.78
REG-1812,05/04/2025,Buenos Aires,Plásticos,833.2
REG-1014,07/01/2025,Buenos Aires,Plásticos,4093.79
REG-1492,29/09/2025,Misiones,Plásticos,4343.94
REG-1379,01/06/2025,Mendoza,Papel y Cartón,1650.55
REG-1187,08/03/2026,Córdoba,Metales,5999.49
REG-1763,29/10/2025,Chaco,Plásticos,1126.81
REG-1216,30/08/2025,Chaco,Papel y Cartón,949.75
REG-1791,12/09/2024,Córdoba,Orgánico,3533.58
REG-1878,08/03/2026,Córdoba,Plásticos,260.32
REG-1337,18/05/2025,Salta,Plásticos,932.05
REG-1719,13/12/2024,Córdoba,Vidrio,4003.28
REG-1295,15/09/2025,mendoza,Papel y Cartón,1748.5
REG-2016,14/04/2025,Chaco,Vidrio,1981.89
REG-1455,19/03/2025,Salta,Orgánico,2202.48
REG-1815,08/04/2024,Sta Fe,Vidrio,1329.17
REG-1269,08/04/2025,Chaco,Orgánico,708.43
REG-1995,14/12/2025,Córdoba,Plásticos,2152.01
REG-1201,14/01/2026,Tucumán,Orgánico,1121.27
REG-1161,05/04/2024,Mendoza,Orgánico,4354.8
REG-1729,09/07/2025,Tucumán,Plásticos,3143.67
REG-1401,19/07/2025,Mendoza,Vidrio,203.47
REG-1702,14/12/2025,Córdoba,Plásticos,4217.86
REG-1565,11/10/2024,Tucumán,Papel y Cartón,2575.52
REG-2021,17/01/2026,Buenos Aires,Orgánico,5241.82
REG-2025,04/09/2025,Misiones,Orgánico,3669.77
REG-1205,31/03/2025,Buenos Aires,Papel y Cartón,1899.52
REG-1034,19/04/2025,Salta,Plásticos,4862.7
REG-1775,01/01/2026,Córdoba ,Vidrio,7516.23
REG-1508,10/03/2025,mendoza,Peligrosos,912.67
REG-1491,05/04/2024,Córdoba,Peligrosos,680.82
REG-1091,02/12/2025,Salta,Orgánico,763.83
REG-1897,25/11/2024,Tucumán,Peligrosos,642.05
REG-1564,09/07/2025,Chaco,Plásticos,1806.88
REG-1776,10/02/2024,Mendoza,Vidrio,847.82
REG-1241,06/02/2025,Misiones,Vidrio,2599.23
REG-1013,28/03/2024,Mendoza,Plásticos,3294.81
REG-1315,19/09/2025,Tucumán,Papel y Cartón,1014.22
REG-1600,01/07/2025,Chaco,Papel y Cartón,1995.74
REG-1387,29/06/2024,Salta,Plásticos,2393.28
REG-1166,18/01/2026,Santa Fe,Papel y Cartón,743.38
REG-1840,21/03/2025,Tucumán,Vidrio,1202.75
REG-1020,08/02/2026,Chaco,Plásticos,631.74
REG-1646,23/05/2024,Mendoza,Vidrio,1306.58
REG-1831,24/05/2024,Misiones,Vidrio,2627.36
REG-1562,16/06/2024,Córdoba,Plásticos,777.5
REG-1244,22/02/2024,Buenos Aires,Papel y Cartón,5132.4
REG-1686,07/12/2024,Chaco,Plásticos,1642.26
REG-1957,02/12/2024,Chaco,Vidrio,1434.36
REG-1189,01/10/2025,Tucumán,Orgánico,391.19
REG-1975,30/12/2024,Buenos Aires,Plásticos,1051.57
REG-1699,30/06/2024,Córdoba,Plásticos,2257.66
REG-1510,27/11/2025,Buenos Aires,Peligrosos,3038.62
REG-1474,18/10/2025,mendoza,Vidrio,1244.91
REG-1856,24/09/2024,Salta,Plásticos,2296.31
REG-1747,31/10/2024,Buenos Aires,Plásticos,1038.25
REG-1252,21/07/2024,Tucumán,Orgánico,1352.76
REG-1021,09/12/2024,Misiones,Plásticos,4401.26
REG-1459,25/07/2025,Mendoza,Metales,7349.67
REG-1276,25/05/2025,Salta,Metales,1876.35
REG-1955,17/02/2024,Salta,Orgánico,3717.02
REG-1385,11/05/2025,Chaco,Plásticos,1969.99
REG-1805,25/06/2024,Misiones,Plásticos,3424.25
REG-1343,02/02/2024,Mendoza,Peligrosos,1597.41
REG-1769,30/03/2024,Chaco,Vidrio,716.61
REG-1130,02/02/2024,Chaco,Metales,669.44
REG-1871,12/04/2024,Salta,Metales,8959.39
REG-1087,31/03/2025,Tucumán,Metales,2559.8
REG-1330,11/06/2024,Buenos Aires,Peligrosos,1588.62
REG-1466,16/02/2024,Misiones,Plásticos,2209.92
REG-1121,13/01/2025,Tucumán,Orgánico,2185.43
REG-2044,15/12/2024,Buenos Aires,Vidrio,741.32
REG-1860,03/01/2026,MENDOZA,Vidrio,1005.09
